uid,d,t,x,y,combined_xy
43934,2,33,161,81,16160
43934,3,7,168,88,17567
43934,3,13,170,84,16769
43934,3,14,173,75,14972
43934,3,15,161,55,10960
43934,3,16,161,24,4760
43934,3,17,169,60,11968
43934,3,18,173,73,14572
43934,3,23,169,78,15568
43934,3,26,173,79,15772
43934,3,34,166,83,16565
43934,3,35,163,83,16562
43934,3,36,132,64,12731
43934,3,37,130,60,11929
43934,3,38,160,82,16359
43934,3,39,161,81,16160
43934,4,7,161,81,16160
43934,4,11,161,82,16360
43934,4,13,161,82,16360
43934,4,14,161,78,15560
43934,4,15,169,78,15568
43934,4,18,174,78,15573
43934,4,19,158,50,9957
43934,4,20,171,67,13370
43934,4,21,172,72,14371
43934,4,23,166,84,16765
43934,4,24,126,84,16725
43934,4,25,149,82,16348
43934,4,26,161,80,15960
43934,4,32,161,81,16160
43934,4,33,161,81,16160
43934,5,7,161,80,15960
43934,5,8,154,70,13953
43934,5,10,159,78,15558
43934,5,11,161,82,16360
43934,5,12,159,89,17758
43934,5,17,160,92,18359
43934,5,18,161,82,16360
43934,5,19,157,82,16356
43934,5,20,130,57,11329
43934,5,21,120,41,8119
43934,5,22,130,57,11329
43934,5,23,154,78,15553
43934,5,24,161,81,16160
43934,5,26,170,124,24769
43934,5,27,168,135,26967
43934,5,28,172,130,25971
43934,5,33,161,81,16160
43934,5,34,161,81,16160
43934,6,5,161,81,16160
43934,6,6,146,103,20545
43934,6,7,123,118,23522
43934,6,8,136,105,20935
43934,6,9,161,81,16160
43934,6,10,170,78,15569
43934,6,12,165,78,15564
43934,6,13,161,81,16160
43934,6,16,160,99,19759
43934,6,17,170,121,24169
44202,0,13,128,53,10527
44202,0,14,128,50,9927
44202,0,16,129,54,10728
44202,0,17,129,54,10728
44202,0,20,135,43,8534
44202,0,21,155,35,6954
44202,0,22,169,32,6368
44202,0,24,171,30,5970
44202,0,25,152,33,6551
44202,0,26,132,47,9331
44202,0,27,130,49,9729
44202,0,30,128,53,10527
44202,0,34,129,54,10728
44202,0,38,128,53,10527
44202,0,39,129,54,10728
44202,0,40,128,53,10527
44202,0,41,129,54,10728
44202,0,42,129,54,10728
44202,0,46,128,53,10527
44202,0,47,129,54,10728
44202,1,1,129,54,10728
44202,1,23,128,53,10527
44202,1,26,129,54,10728
44202,1,39,128,53,10527
44202,1,40,129,54,10728
44202,1,41,128,53,10527
44202,1,42,129,54,10728
44202,1,44,128,53,10527
44202,1,47,128,53,10527
44202,2,1,128,53,10527
44202,2,2,128,53,10527
44202,2,8,129,54,10728
44202,2,9,128,53,10527
44202,2,20,128,59,11727
44202,2,22,127,56,11126
44202,2,23,130,52,10329
44202,2,24,127,53,10526
44202,2,37,128,53,10527
44202,2,38,129,54,10728
44202,2,40,128,53,10527
44202,2,41,128,53,10527
44202,2,42,128,53,10527
44202,2,45,129,54,10728
44202,2,47,128,53,10527
44202,3,16,127,53,10526
44202,3,17,128,56,11127
44202,3,18,122,57,11321
44202,3,19,88,81,16087
44202,3,20,50,83,16449
44202,3,21,44,95,18843
44202,3,22,44,94,18643
44202,3,26,44,86,17043
44202,3,27,58,80,15857
44202,3,28,60,78,15459
44202,3,29,60,78,15459
44202,3,30,101,85,16900
44202,3,31,127,53,10526
44202,3,32,128,53,10527
44202,3,33,129,54,10728
44202,3,41,126,53,10525
44202,3,42,129,54,10728
44202,4,23,129,54,10728
44202,4,27,127,54,10726
44202,4,36,126,53,10525
44202,4,37,129,54,10728
44202,4,45,128,53,10527
44202,5,0,128,53,10527
44202,5,1,129,54,10728
44202,5,11,128,53,10527
44202,5,12,129,54,10728
44202,5,19,128,57,11327
44202,5,22,129,55,10928
44202,5,24,129,54,10728
44202,5,26,126,53,10525
44202,5,27,129,54,10728
44202,5,37,128,53,10527
44202,5,38,129,54,10728
44202,5,42,128,53,10527
44202,5,43,129,54,10728
44202,5,44,128,53,10527
44202,5,45,129,54,10728
44202,5,46,129,54,10728
44202,6,1,128,53,10527
44202,6,2,128,53,10527
44202,6,3,129,54,10728
44202,6,4,129,54,10728
44202,6,11,128,53,10527
44202,6,12,129,54,10728
44202,6,13,128,51,10127
44202,6,14,128,51,10127
44202,6,15,128,51,10127
44202,6,16,129,54,10728
44202,6,19,126,53,10525
44202,6,25,128,53,10527
44202,6,26,128,53,10527
44202,6,27,129,54,10728
44202,6,28,129,54,10728
44202,6,36,128,53,10527
44202,6,37,129,54,10728
44202,6,38,129,54,10728
44478,0,7,8,26,5007
44478,0,8,8,26,5007
44478,0,10,9,26,5008
44478,0,12,8,26,5007
44478,0,13,9,26,5008
44478,0,19,9,25,4808
44478,0,20,10,25,4809
44478,0,21,8,26,5007
44478,0,23,15,24,4614
44478,0,24,8,26,5007
44478,0,31,10,25,4809
44478,0,32,9,26,5008
44478,0,33,6,27,5205
44478,0,35,9,26,5008
44478,0,36,10,25,4809
44478,0,37,9,26,5008
44478,0,38,9,26,5008
44478,0,40,8,26,5007
44478,0,41,8,26,5007
44478,0,42,9,26,5008
44478,0,43,9,26,5008
44478,1,12,8,26,5007
44478,1,13,9,26,5008
44478,1,18,9,26,5008
44478,1,23,8,26,5007
44478,1,24,8,26,5007
44478,1,27,6,8,1405
44478,1,28,10,16,3009
44478,1,30,9,26,5008
44478,1,36,9,25,4808
44478,1,37,9,26,5008
44478,1,39,14,26,5013
44478,1,40,17,24,4616
44478,1,41,9,26,5008
44478,2,15,10,26,5009
44478,2,16,9,26,5008
44478,2,19,8,25,4807
44478,2,32,3,14,2602
44478,2,33,9,26,5008
44478,3,22,10,26,5009
44478,3,25,17,24,4616
44478,3,26,14,27,5213
44478,3,27,9,26,5008
44478,3,29,7,26,5006
44478,3,31,9,26,5008
44478,3,32,8,27,5207
44478,3,33,6,31,6005
44478,3,35,9,26,5008
44478,3,38,9,26,5008
44478,3,39,9,26,5008
44478,4,12,8,27,5207
44478,4,14,9,26,5008
44478,4,18,9,25,4808
44478,4,19,9,26,5008
44478,4,32,7,22,4206
44478,4,33,9,26,5008
44478,6,37,9,26,5008
44478,6,38,9,25,4808
44478,6,39,9,26,5008
44478,7,13,7,26,5006
44478,7,16,7,26,5006
44478,7,17,9,26,5008
44478,7,22,5,25,4804
44478,7,23,1,32,6200
44478,7,24,1,32,6200
44478,7,26,2,31,6001
44478,7,28,7,22,4206
44478,7,29,7,21,4006
44478,7,30,6,33,6405
44478,7,31,8,26,5007
44478,7,37,8,25,4807
44478,7,38,9,26,5008
44478,8,12,10,25,4809
44478,8,13,9,26,5008
44478,8,17,17,24,4616
44478,8,28,13,26,5012
44478,8,29,10,26,5009
44478,8,34,9,26,5008
44478,8,35,7,26,5006
44478,8,38,12,24,4611
44478,8,39,10,25,4809
44478,8,40,9,26,5008
44478,9,19,3,12,2202
44478,9,21,1,9,1600
44478,9,22,1,9,1600
44478,9,31,1,9,1600
44478,9,32,3,12,2202
44478,9,33,8,25,4807
44478,9,34,9,26,5008
44478,9,39,9,26,5008
44478,9,40,7,26,5006
44478,9,41,9,26,5008
44478,9,46,9,25,4808
44478,9,47,10,26,5009
44478,10,14,7,26,5006
44478,10,15,9,25,4808
44478,10,16,8,26,5007
44478,10,17,7,26,5006
44478,10,18,9,26,5008
44478,10,28,17,24,4616
44643,0,1,54,182,36253
44643,0,3,54,182,36253
44643,0,13,55,182,36254
44643,0,14,55,182,36254
44643,0,15,56,183,36455
44643,0,16,54,182,36253
44643,0,17,54,182,36253
44643,0,18,50,181,36049
44643,0,19,47,182,36246
44643,0,20,49,182,36248
44643,0,21,53,182,36252
44643,0,22,50,183,36449
44643,0,23,56,183,36455
44643,0,24,56,183,36455
44643,0,25,53,181,36052
44643,0,26,54,184,36653
44643,0,28,56,183,36455
44643,0,29,56,183,36455
44643,0,31,54,182,36253
44643,0,32,55,182,36254
44643,0,33,55,182,36254
44643,0,34,54,182,36253
44643,0,35,54,182,36253
44643,0,37,56,183,36455
44643,0,42,55,183,36454
44643,0,46,56,183,36455
44643,1,10,54,182,36253
44643,1,11,54,182,36253
44643,1,13,56,183,36455
44643,1,17,57,183,36456
44643,1,18,60,181,36059
44643,1,19,54,179,35653
44643,1,20,54,181,36053
44643,1,23,55,183,36454
44643,1,25,53,183,36452
44643,1,26,54,182,36253
44643,1,32,54,182,36253
44643,1,33,54,182,36253
44643,1,41,54,182,36253
44643,2,18,54,182,36253
44643,2,19,56,183,36455
44643,2,20,55,183,36454
44643,2,24,54,182,36253
44643,2,25,54,182,36253
44643,2,28,54,184,36653
44643,2,30,55,182,36254
44643,2,31,54,182,36253
44643,2,32,54,182,36253
44643,2,33,54,182,36253
44643,2,34,54,182,36253
44643,2,35,54,182,36253
44643,2,36,56,183,36455
44643,2,37,54,182,36253
44643,2,38,56,183,36455
44643,2,39,56,183,36455
44643,3,9,54,182,36253
44643,3,12,56,183,36455
44643,3,14,55,182,36254
44643,3,15,55,182,36254
44643,3,18,52,179,35651
44643,3,19,51,176,35050
44643,3,20,52,182,36251
44643,3,21,56,183,36455
44643,3,22,54,182,36253
44643,3,23,54,182,36253
44643,3,26,54,182,36253
44643,3,27,54,182,36253
44643,3,29,54,182,36253
44643,3,31,55,182,36254
44643,3,32,54,182,36253
44643,3,33,56,183,36455
44643,3,34,54,182,36253
44643,3,35,56,183,36455
44643,3,37,56,183,36455
44643,3,41,53,181,36052
44643,3,42,53,181,36052
44643,3,46,53,181,36052
44643,3,47,56,183,36455
44643,4,0,54,182,36253
44643,4,8,55,182,36254
44643,4,9,54,182,36253
44643,4,10,56,183,36455
44643,4,11,54,182,36253
44643,4,13,56,183,36455
44643,4,16,53,184,36652
44643,4,17,54,182,36253
44643,4,18,54,182,36253
44643,4,19,56,183,36455
44643,4,20,54,182,36253
44643,4,25,54,178,35453
44643,4,26,53,177,35252
44643,4,27,53,177,35252
44643,4,30,54,182,36253
44643,4,31,55,182,36254
44643,4,32,54,182,36253
44643,4,35,54,182,36253
44643,4,36,56,183,36455
44643,4,37,54,182,36253
44643,4,38,56,183,36455
44643,4,39,54,182,36253
44663,0,1,115,86,17114
44663,0,2,115,85,16914
44663,0,3,115,86,17114
44663,0,4,115,85,16914
44663,0,5,115,86,17114
44663,0,6,115,85,16914
44663,0,7,115,86,17114
44663,0,8,115,86,17114
44663,0,11,115,86,17114
44663,0,13,115,86,17114
44663,0,14,115,86,17114
44663,0,15,115,85,16914
44663,0,16,115,86,17114
44663,0,17,115,85,16914
44663,0,18,115,85,16914
44663,0,19,115,85,16914
44663,0,21,115,86,17114
44663,0,22,115,85,16914
44663,0,23,115,85,16914
44663,0,26,116,82,16315
44663,0,27,115,84,16714
44663,0,28,115,85,16914
44663,0,29,117,86,17116
44663,0,30,117,86,17116
44663,0,31,117,87,17316
44663,0,32,117,86,17116
44663,0,34,118,88,17517
44663,0,35,118,89,17717
44663,0,36,115,85,16914
44663,0,38,115,86,17114
44663,0,40,115,86,17114
44663,0,41,115,85,16914
44663,0,42,115,86,17114
44663,0,43,115,86,17114
44663,0,45,115,86,17114
44663,0,46,115,86,17114
44663,0,47,115,85,16914
44663,1,0,115,86,17114
44663,1,2,115,86,17114
44663,1,3,115,86,17114
44663,1,4,115,85,16914
44663,1,5,115,85,16914
44663,1,6,115,85,16914
44663,1,7,115,86,17114
44663,1,8,115,85,16914
44663,1,9,115,85,16914
44663,1,10,115,86,17114
44663,1,11,115,86,17114
44663,1,12,115,85,16914
44663,1,13,115,86,17114
44663,1,14,115,86,17114
44663,1,15,115,85,16914
44663,1,16,115,86,17114
44663,1,17,115,86,17114
44663,1,18,115,86,17114
44663,1,19,115,85,16914
44663,1,21,116,82,16315
44663,1,22,117,86,17116
44663,1,26,115,86,17114
44663,1,27,115,85,16914
44663,1,30,115,86,17114
44663,1,32,115,86,17114
44663,1,34,115,86,17114
44663,1,35,115,85,16914
44663,1,37,115,86,17114
44663,1,38,115,85,16914
44663,1,39,115,86,17114
44663,1,40,115,85,16914
44663,1,42,115,85,16914
44663,1,43,115,85,16914
44663,1,46,115,86,17114
44663,1,47,115,85,16914
44663,2,0,115,86,17114
44663,2,1,115,86,17114
44663,2,2,115,86,17114
44663,2,3,115,85,16914
44663,2,4,115,86,17114
44663,2,5,115,85,16914
44663,2,9,115,85,16914
44663,2,10,115,85,16914
44663,2,11,115,86,17114
44663,2,12,115,86,17114
44663,2,18,115,86,17114
44663,2,19,115,85,16914
44663,2,21,115,88,17514
44663,2,22,111,90,17910
44663,2,26,111,90,17910
44663,2,27,111,90,17910
44663,2,28,113,90,17912
44663,2,29,115,85,16914
44663,2,30,115,85,16914
44663,2,31,115,85,16914
44663,2,32,115,85,16914
44663,2,36,115,86,17114
44663,2,37,115,86,17114
44663,2,38,115,85,16914
44663,2,39,115,85,16914
44663,2,40,115,85,16914
44663,2,41,115,86,17114
44663,2,42,115,85,16914
44732,0,0,138,64,12737
44732,0,1,138,64,12737
44732,0,2,139,63,12538
44732,0,3,138,62,12337
44732,0,4,138,62,12337
44732,0,5,138,64,12737
44732,0,6,138,62,12337
44732,0,10,138,64,12737
44732,0,11,138,62,12337
44732,0,12,138,64,12737
44732,0,13,138,62,12337
44732,0,14,138,64,12737
44732,0,15,138,64,12737
44732,0,16,138,64,12737
44732,0,17,138,65,12937
44732,0,18,138,65,12937
44732,0,19,137,65,12936
44732,0,20,137,65,12936
44732,0,21,137,65,12936
44732,0,22,137,65,12936
44732,0,23,138,64,12737
44732,0,25,138,64,12737
44732,0,26,138,62,12337
44732,0,27,138,64,12737
44732,0,28,138,64,12737
44732,0,29,135,58,11534
44732,0,30,135,58,11534
44732,0,31,139,64,12738
44732,0,32,139,63,12538
44732,0,33,139,63,12538
44732,0,34,139,64,12738
44732,0,39,139,64,12738
44732,0,40,139,63,12538
44732,0,41,138,64,12737
44732,0,42,138,65,12937
44732,1,14,138,64,12737
44732,1,22,138,64,12737
44732,1,23,138,64,12737
44732,1,35,139,63,12538
44732,1,36,140,63,12539
44732,1,37,139,63,12538
44732,1,41,139,64,12738
44732,1,46,138,64,12737
44732,2,12,138,64,12737
44732,2,13,137,67,13336
44732,2,14,134,81,16133
44732,2,24,134,77,15333
44732,2,25,107,45,8906
44732,2,29,101,33,6500
44732,2,30,101,32,6300
44732,2,31,111,71,14110
44732,2,32,134,77,15333
44732,2,39,136,70,13935
44732,2,40,139,63,12538
44732,2,41,139,63,12538
44732,2,42,139,63,12538
44732,3,13,139,66,13138
44732,3,14,136,80,15935
44732,3,17,134,81,16133
44732,3,18,134,81,16133
44732,3,23,134,81,16133
44732,3,26,134,81,16133
44732,3,27,134,81,16133
44732,3,28,134,81,16133
44732,3,34,135,83,16534
44732,3,35,157,82,16356
44732,3,37,157,82,16356
44732,3,38,158,82,16357
44732,3,39,158,82,16357
44732,3,40,157,82,16356
44732,3,41,158,82,16357
44732,3,42,137,64,12736
44732,3,43,138,63,12537
44732,3,44,138,64,12737
44732,4,12,138,64,12737
44732,4,13,136,71,14135
44732,4,14,134,81,16133
44732,4,35,133,79,15732
44732,4,36,111,76,15110
44732,4,37,111,69,13710
44732,4,38,111,70,13910
44732,4,39,111,69,13710
44732,4,40,111,70,13910
44732,4,41,114,79,15713
44732,4,42,136,71,14135
44732,4,43,139,64,12738
44732,4,45,138,64,12737
44732,5,13,138,64,12737
44732,5,14,136,78,15535
44732,5,25,134,81,16133
44732,5,26,134,81,16133
44732,5,41,136,72,14335
44732,5,42,139,65,12938
44732,5,44,138,64,12737
44732,6,15,138,64,12737
44732,6,17,139,67,13338
44732,6,19,143,69,13742
44732,6,20,158,66,13157
44732,6,21,183,57,11382
44732,6,22,182,57,11381
44982,0,17,49,184,36648
44982,0,24,52,185,36851
44982,0,25,47,186,37046
44982,0,43,48,185,36847
44982,1,18,49,184,36648
44982,1,22,48,185,36847
44982,1,33,43,174,34642
44982,1,34,42,158,31441
44982,1,39,43,159,31642
44982,1,40,43,159,31642
44982,1,41,44,159,31643
44982,1,46,44,159,31643
44982,2,3,43,159,31642
44982,2,4,44,160,31843
44982,2,5,44,160,31843
44982,2,6,45,159,31644
44982,2,7,45,159,31644
44982,2,8,43,161,32042
44982,2,14,43,159,31642
44982,2,15,44,177,35243
44982,2,16,44,182,36243
44982,2,20,49,184,36648
44982,2,21,48,186,37047
44982,2,22,48,185,36847
44982,2,32,44,180,35843
44982,2,33,43,176,35042
44982,2,34,43,159,31642
44982,2,37,43,159,31642
44982,2,46,43,159,31642
44982,3,4,44,160,31843
44982,3,5,45,159,31644
44982,3,6,45,159,31644
44982,3,7,44,160,31843
44982,3,14,42,171,34041
44982,3,15,48,185,36847
44982,3,17,50,185,36849
44982,3,18,49,184,36648
44982,3,21,49,185,36848
44982,3,22,48,185,36847
44982,3,32,46,186,37045
44982,3,33,42,171,34041
44982,3,34,42,159,31641
44982,4,3,44,160,31843
44982,4,4,44,160,31843
44982,4,5,43,159,31642
44982,4,14,40,165,32839
44982,4,15,48,186,37047
44982,4,18,50,184,36649
44982,4,19,51,185,36850
44982,4,20,50,185,36849
44982,4,22,52,185,36851
44982,4,23,51,186,37050
44982,4,32,48,185,36847
44982,5,10,50,180,35849
44982,5,11,44,159,31643
44982,5,12,43,159,31642
44982,5,13,43,159,31642
44982,5,38,45,172,34244
44982,5,39,48,185,36847
44982,5,40,50,184,36649
44982,5,41,48,185,36847
44982,5,46,47,185,36846
44982,6,18,50,183,36449
44982,6,24,50,184,36649
44982,6,25,49,185,36848
44982,6,26,51,185,36850
44982,6,27,48,185,36847
44982,6,30,47,185,36846
44982,7,10,49,178,35448
44982,7,11,43,159,31642
44982,7,14,33,155,30832
44982,7,23,44,159,31643
44982,7,36,43,159,31642
44982,7,38,47,185,36846
44982,7,39,48,185,36847
44982,7,45,47,185,36846
44982,8,10,51,180,35850
44982,8,11,39,165,32838
44982,8,12,43,159,31642
44982,8,13,43,159,31642
44982,8,29,43,159,31642
44982,8,38,44,172,34243
44982,8,39,48,185,36847
44982,9,10,46,173,34445
44982,9,11,40,158,31439
44982,9,12,43,159,31642
44982,9,13,43,159,31642
44982,9,19,44,160,31843
44982,9,20,44,160,31843
44982,9,21,44,160,31843
44982,9,22,43,159,31642
44982,9,31,43,159,31642
44982,9,35,44,159,31643
44982,9,36,45,159,31644
44982,9,37,43,159,31642
44982,9,38,43,180,35842
44982,9,39,46,186,37045
44982,9,40,50,184,36649
44982,9,41,49,185,36848
44982,10,15,48,185,36847
45033,0,17,128,62,12327
45033,0,19,129,59,11728
45033,1,21,128,58,11527
45033,1,22,127,55,10926
45033,1,23,129,60,11928
45033,1,25,128,61,12127
45033,1,26,128,61,12127
45033,1,27,128,57,11327
45033,1,31,126,60,11925
45033,1,35,128,58,11527
45033,1,36,128,57,11327
45033,1,37,128,56,11127
45033,1,38,129,59,11728
45033,1,44,129,59,11728
45033,1,46,128,57,11327
45033,1,47,129,59,11728
45033,2,1,128,57,11327
45033,2,2,129,59,11728
45033,2,18,128,57,11327
45033,2,21,128,56,11127
45033,2,22,127,54,10726
45033,2,25,128,58,11527
45033,2,34,128,61,12127
45033,2,35,128,58,11527
45033,2,38,129,59,11728
45033,2,39,128,61,12127
45033,2,40,129,59,11728
45033,3,20,128,58,11527
45033,3,21,124,57,11323
45033,3,22,121,57,11320
45033,3,24,122,57,11321
45033,3,25,123,57,11322
45033,3,27,121,57,11320
45033,3,28,121,57,11320
45033,3,30,122,57,11321
45033,3,31,131,56,11130
45033,3,34,127,54,10726
45033,3,35,128,56,11127
45033,3,36,128,57,11327
45033,3,37,128,57,11327
45033,3,38,129,59,11728
45033,3,39,128,57,11327
45033,4,19,129,59,11728
45033,4,20,127,57,11326
45033,4,22,121,57,11320
45033,4,23,127,54,10726
45033,4,24,127,54,10726
45033,4,25,127,53,10526
45033,4,26,127,54,10726
45033,4,27,127,53,10526
45033,4,29,127,53,10526
45033,4,30,127,53,10526
45033,4,31,127,53,10526
45033,4,33,127,53,10526
45033,4,35,128,57,11327
45033,4,36,128,57,11327
45033,4,37,128,57,11327
45033,4,38,127,57,11326
45033,4,39,129,59,11728
45033,4,40,128,57,11327
45033,4,41,129,59,11728
45033,4,45,128,57,11327
45033,4,46,129,59,11728
45033,5,1,128,57,11327
45033,5,20,128,57,11327
45033,5,21,122,56,11121
45033,5,22,122,57,11321
45033,5,23,127,57,11326
45033,5,24,128,61,12127
45033,5,25,129,60,11928
45033,5,26,128,61,12127
45033,5,27,129,60,11928
45033,5,28,129,60,11928
45033,5,29,128,61,12127
45033,5,30,129,60,11928
45033,5,35,128,58,11527
45033,5,37,128,58,11527
45033,5,38,129,58,11528
45033,6,18,128,62,12327
45033,6,19,129,69,13728
45033,6,20,128,71,14127
45033,6,21,130,69,13729
45033,6,22,126,60,11925
45033,6,23,126,60,11925
45033,6,26,128,59,11727
45033,6,28,129,59,11728
45033,6,33,130,71,14129
45033,6,34,135,77,15334
45033,6,35,130,71,14129
45033,8,33,125,100,19924
45033,8,34,124,57,11323
45033,8,35,133,71,14132
45033,8,36,136,76,15135
45033,8,37,129,59,11728
45033,8,38,132,61,12131
45033,8,41,129,58,11528
45033,9,19,124,58,11523
45033,9,20,121,57,11320
45033,9,21,121,56,11120
45033,9,23,121,56,11120
45307,0,20,69,173,34468
45307,0,21,70,183,36469
45307,0,22,69,171,34068
45307,0,23,68,177,35267
45307,0,24,69,176,35068
45307,0,27,65,171,34064
45307,0,28,60,174,34659
45307,0,31,46,186,37045
45307,0,32,55,183,36454
45307,0,33,64,177,35263
45307,0,34,61,177,35260
45307,0,35,68,172,34267
45307,1,14,71,169,33670
45307,1,15,73,163,32472
45307,1,23,74,163,32473
45307,1,29,73,161,32072
45307,1,36,69,171,34068
45307,2,14,71,168,33470
45307,2,15,73,164,32672
45307,2,17,73,162,32272
45307,2,18,74,162,32273
45307,2,20,74,163,32473
45307,2,21,74,162,32273
45307,2,23,73,162,32272
45307,2,25,74,163,32473
45307,2,34,73,165,32872
45307,2,35,74,165,32873
45307,3,14,70,169,33669
45307,3,15,69,169,33668
45307,3,19,74,163,32473
45307,3,29,74,160,31873
45307,3,30,74,163,32473
45307,3,33,71,163,32470
45307,4,14,73,166,33072
45307,4,15,73,162,32272
45307,4,20,74,163,32473
45307,4,21,74,163,32473
45307,4,25,73,164,32672
45307,4,31,74,163,32473
45307,4,34,73,166,33072
45307,4,35,70,169,33669
45307,4,37,66,172,34265
45307,4,39,66,172,34265
45307,5,14,70,169,33669
45307,5,15,73,164,32672
45307,5,17,73,162,32272
45307,5,25,74,163,32473
45307,5,27,107,127,25306
45307,5,28,113,122,24312
45307,5,29,74,159,31673
45307,5,33,74,163,32473
45307,5,35,69,170,33868
45307,5,41,66,174,34665
45307,5,42,66,173,34465
45307,5,43,68,172,34267
45307,6,18,69,172,34268
45307,6,19,46,188,37445
45307,6,21,46,186,37045
45307,6,22,52,181,36051
45307,6,23,55,183,36454
45307,6,24,66,173,34465
45307,6,31,69,171,34068
45307,7,26,63,171,34062
45307,7,27,57,176,35056
45307,7,28,53,180,35852
45307,7,29,51,181,36050
45307,7,30,52,181,36051
45307,7,31,61,178,35460
45307,7,32,63,176,35062
45307,7,33,65,174,34664
45307,7,34,68,172,34267
45307,8,14,71,169,33670
45307,8,15,73,163,32472
45307,8,17,73,165,32872
45307,8,18,73,163,32472
45307,8,19,73,162,32272
45307,8,20,74,163,32473
45307,8,23,73,162,32272
45307,8,24,74,163,32473
45307,8,27,73,161,32072
45307,8,28,74,163,32473
45307,8,34,73,163,32472
45307,8,35,71,168,33470
45307,9,14,71,169,33670
45307,9,15,73,163,32472
45307,9,19,74,163,32473
45307,9,35,69,170,33868
45307,10,14,69,170,33868
45307,10,15,73,164,32672
45307,10,24,135,82,16334
45307,10,34,74,162,32273
45307,10,35,70,169,33669
45307,11,16,73,163,32472
45307,11,20,74,162,32273
45307,11,21,73,164,32672
45307,11,23,73,161,32072
45307,11,26,73,164,32672
45307,11,34,73,164,32672
45307,11,35,71,168,33470
45307,11,40,69,170,33868
45462,6,12,157,93,18556
45462,6,14,157,93,18556
45462,6,15,156,93,18555
45462,6,16,157,93,18556
45462,6,17,156,94,18755
45462,6,18,156,93,18555
45462,6,19,156,94,18755
45462,6,20,157,93,18556
45462,6,21,157,93,18556
45462,6,23,156,96,19155
45462,6,24,157,93,18556
45462,6,28,156,94,18755
45462,6,29,157,93,18556
45462,6,30,152,96,19151
45462,6,33,149,97,19348
45462,6,34,148,93,18547
45462,6,35,114,94,18713
45462,6,40,117,93,18516
45462,6,41,96,108,21495
45462,6,42,71,149,29670
45462,6,43,68,166,33067
45462,7,20,43,170,33842
45462,8,31,83,158,31482
45462,8,32,150,97,19349
45462,8,36,150,97,19349
45462,8,46,150,97,19349
45462,9,12,155,95,18954
45462,9,14,156,94,18755
45462,9,15,156,93,18555
45462,9,16,155,92,18354
45462,9,17,157,93,18556
45462,9,20,157,93,18556
45462,9,21,155,93,18554
45462,9,22,152,88,17551
45462,9,23,157,93,18556
45462,9,24,155,92,18354
45462,9,25,156,94,18755
45462,9,28,156,93,18555
45462,9,29,157,93,18556
45462,9,35,150,98,19549
45462,9,36,150,97,19349
45462,9,43,150,97,19349
45462,10,12,157,93,18556
45462,10,13,156,94,18755
45462,10,14,156,94,18755
45462,10,15,156,94,18755
45462,10,16,155,92,18354
45462,10,17,156,94,18755
45462,10,18,150,97,19349
45462,10,19,151,102,20350
45462,10,20,124,119,23723
45462,11,20,96,149,29695
45462,11,21,151,102,20350
45462,11,22,150,98,19549
45462,11,23,154,95,18953
45462,11,24,156,93,18555
45462,11,31,154,95,18953
45462,11,32,157,93,18556
45462,11,34,156,93,18555
45462,11,35,152,96,19151
45462,12,7,149,96,19148
45462,12,8,150,97,19349
45462,12,12,155,94,18754
45462,12,13,157,93,18556
45462,12,14,156,93,18555
45462,12,15,156,93,18555
45462,12,16,157,93,18556
45462,12,21,156,93,18555
45462,12,22,157,93,18556
45462,12,23,156,94,18755
45462,12,24,156,94,18755
45462,12,25,156,94,18755
45462,12,27,156,92,18355
45462,12,30,157,93,18556
45462,12,34,154,94,18753
45462,12,35,117,95,18916
45462,12,36,109,94,18708
45462,12,37,109,98,19508
45462,12,38,69,146,29068
45462,12,39,68,166,33067
45462,14,23,68,166,33067
45462,14,24,62,172,34261
45462,14,25,65,169,33664
45462,15,10,74,160,31873
45462,15,11,80,152,30279
45462,15,12,155,98,19554
45462,15,13,156,93,18555
45462,15,14,156,94,18755
45462,15,15,157,93,18556
45462,15,16,157,93,18556
45462,15,17,157,93,18556
45462,15,18,155,94,18754
45462,15,19,154,95,18953
45462,15,21,156,93,18555
45462,15,22,154,91,18153
45462,15,23,146,91,18145
45462,15,24,111,90,17910
45462,15,25,109,94,18708
45462,15,26,84,112,22283
45462,15,27,75,130,25874
45476,0,20,64,16,3063
45476,0,24,66,16,3065
45476,0,26,66,16,3065
45476,0,32,66,16,3065
45476,0,34,64,15,2863
45476,0,35,64,15,2863
45476,0,38,66,16,3065
45476,1,20,64,14,2663
45476,1,27,69,12,2268
45476,1,28,73,8,1472
45476,1,31,69,12,2268
45476,1,32,66,16,3065
45476,1,38,75,7,1274
45476,1,39,68,14,2667
45476,1,40,66,16,3065
45476,1,44,66,16,3065
45476,2,14,68,18,3467
45476,2,15,87,21,4086
45476,2,16,87,20,3886
45476,2,18,87,22,4286
45476,2,24,87,20,3886
45476,2,26,87,22,4286
45476,2,37,86,20,3885
45476,2,39,78,17,3277
45476,2,41,75,18,3474
45476,2,42,71,13,2470
45476,2,43,66,16,3065
45476,3,14,76,20,3875
45476,3,15,87,21,4086
45476,3,16,87,21,4086
45476,3,24,87,20,3886
45476,3,25,88,22,4287
45476,3,27,86,19,3685
45476,3,28,88,21,4087
45476,3,29,87,22,4286
45476,3,36,82,20,3881
45476,3,38,78,17,3277
45476,3,43,66,16,3065
45476,4,0,66,16,3065
